symbol,period_ending,total_revenue,cost_of_revenue,gross_profit,research_and_development,"sales,_general_and_admin.",non-recurring_items,other_operating_items,operating_income,add'l_income/expense_items,earnings_before_interest_and_tax,interest_expense,earnings_before_tax,income_tax,minority_interest,equity_earnings/loss_unconsolidated_subsidiary,net_income-cont._operations,net_income,net_income_applicable_to_common_shareholders
CULP,03-05-2020,256166,215668,40498,270736,34424,13642,534329,-7568,-5,-7573,106,-7679,3354,-125,-32034,-11158,-28667,-28667
CURI,31-12-2022,78043,51536,26507,270736,78188,3603,534329,-55284,5580,-50550,155791,-50550,367,-846,-32034,-51763,-50917,-50917
CURI,31-12-2021,71261,36673,34588,270736,87067,215156,534329,-52479,15668,-37275,155791,-37275,360,-464,-32034,-38099,-37635,-37635
CURI,31-12-2020,39621,15418,24203,270736,63003,215156,534329,-38800,-9620,-48420,155791,-48420,179,75630,-32034,-48599,-48599,-62387
CURI,31-12-2019,18026,6810,11216,270736,55811,215156,534329,-44595,2072,-42523,155791,-42523,142,75630,-32034,-42665,-42665,-58562
CURO,31-12-2022,1101966,3188738,1963046,270736,524594,145241,436647,478735,41948,-8501,155791,-194162,-8678,-3985,-32034,-185484,-185484,-185484
CURO,31-12-2021,811634,3188738,1963046,270736,500165,215156,272623,478735,41948,177891,155791,80557,21223,139045,-32034,59334,59334,59334
CURO,31-12-2020,847396,3188738,1963046,270736,392581,215156,306309,478735,41948,153052,155791,80343,5895,4546,-32034,74448,75733,75733
CURO,31-12-2019,1141797,3188738,1963046,270736,436103,215156,487181,478735,41948,212218,155791,142455,38557,-6295,-32034,103898,111488,111488
CURV,28-01-2023,1288144,828605,459539,270736,357914,215156,534329,101625,-207,101418,29736,71682,21473,75630,-32034,50209,50209,50209
CURV,29-01-2022,1297271,759826,537445,270736,492063,215156,534329,45382,-56,45326,29497,15829,45773,75630,-32034,-29944,-29944,-29944
CURV,30-01-2021,984170,643215,340955,270736,284136,215156,534329,56819,42,56861,21338,35523,10991,75630,-32034,24532,24532,24532
CUTR,31-12-2022,252399,112570,139829,25155,152864,215156,534329,-38190,-39454,-75044,5658,-80702,1638,75630,-32034,-82340,-82340,-82340
CUTR,31-12-2021,231270,98165,133105,21568,109707,215156,534329,1830,4630,5899,2514,3385,1323,75630,-32034,2062,2062,2062
CUTR,31-12-2020,147683,71911,75772,14322,84278,215156,534329,-22828,68,-23407,155791,-23407,470,75630,-32034,-23877,-23877,-23877
CUTR,31-12-2019,181712,83549,98163,15085,95142,215156,534329,-12064,-199,-12263,155791,-12263,85,75630,-32034,-12348,-12348,-12348
CUZ,31-12-2022,762290,258371,503919,270736,30453,2024,295587,175855,56427,232282,72537,159745,136211,7700,-652,166793,166793,166793
CUZ,31-12-2021,755073,259461,495612,270736,31452,2476,288092,173592,165630,339222,67027,272195,136211,6801,-410,278586,278586,278586
CUZ,31-12-2020,740340,250850,489490,270736,29553,16409,288648,154880,135892,290772,60605,230167,136211,7947,-836,237278,237278,237278
CUZ,31-12-2019,657515,222146,435369,270736,90997,4004,257149,83219,110761,193980,53963,140017,136211,12666,-2265,150418,150418,150418
CVAC,31-12-2022,71955,196368,-124414,66757,75064,215156,534329,-266235,4279,-261957,3956,-265913,-134,75630,-32034,-265778,-265778,-265778
CVAC,31-12-2021,117121,270876,-153756,927852,-612781,215156,534329,-468827,11489,-457338,11756,-469094,-889,75630,-32034,-468205,-468205,-468205
CVAC,31-12-2020,59796,17341,42455,139250,37569,215156,534329,-134365,2533,-131832,27044,-158876,-888,75630,-32034,-157988,-157988,-157988
CVAC,31-12-2019,19550,31411,-11862,48540,51287,215156,534329,-111688,935,-110752,1639,-112391,-283,75630,-32034,-112109,-112109,-112109
CVBF,31-12-2022,564657,6830,1963046,270736,202976,6013,18166,478735,41948,330672,2325,328347,92922,75630,-32034,235425,235425,235425
CVBF,31-12-2021,468015,5346,1963046,270736,180585,962,-17260,478735,41948,298382,734,297648,85127,75630,-32034,212521,212521,212521
CVBF,31-12-2020,480207,12602,1963046,270736,183551,215156,32852,478735,41948,251202,1682,249520,72361,75630,-32034,177159,177159,177159
CVBF,31-12-2019,516892,17120,1963046,270736,181495,6447,15798,478735,41948,296032,4958,291074,83247,75630,-32034,207827,207827,207827
CVCO,01-04-2023,2142713,1587781,554932,270736,258323,215156,534329,296609,11064,307673,910,306763,65922,75630,-287,240554,240554,240554
CVCO,02-04-2022,1627158,1218409,408749,270736,206253,215156,534329,202496,10195,212691,702,211989,14247,75630,-43,197699,197699,197699
CVCO,03-04-2021,1108051,869074,238977,270736,150152,215156,534329,88825,8825,97650,738,96912,20266,75630,-32034,76646,76646,76646
CVCO,28-03-2020,1061774,831256,230518,270736,145611,215156,534329,84907,9567,94474,1495,92979,17913,75630,-32034,75066,75066,75066
CVCY,31-12-2022,88042,1197,1963046,270736,48025,215156,1454,478735,41948,37366,2225,35141,8496,75630,-32034,26645,26645,26645
CVCY,31-12-2021,82861,1036,1963046,270736,47181,215156,-3639,478735,41948,38283,266,38017,9616,75630,-32034,28401,28401,28401
CVCY,31-12-2020,79815,1465,1963046,270736,46989,215156,3970,478735,41948,27391,130,27261,6914,75630,-32034,20347,20347,20347
CVCY,31-12-2019,79636,1928,1963046,270736,45405,215156,1720,478735,41948,30583,631,29952,8509,75630,-32034,21443,21443,21443
CVE,31-12-2022,49372000,37566000,11806000,270736,836000,75000,3453000,7442000,-404000,7049000,605000,6444000,1683000,11000,-32034,4771000,4760000,4760000
CVE,31-12-2021,36700000,28564000,8136000,270736,1403000,14000,4660000,2058000,-205000,1898000,857000,1041000,576000,45000,-32034,510000,465000,465000
CVE,31-12-2020,10630000,9705000,925000,270736,189000,71000,2719000,-2054000,-60000,-2114000,421000,-2535000,-668000,75630,-32034,-1867000,-1867000,-1867000
CVE,31-12-2019,15841000,12386000,3456000,270736,381000,63000,1734000,1276000,195000,1471000,394000,1077000,-615000,75630,-32034,1692000,1692000,1692000
CVEO,31-12-2022,697052,517063,179989,270736,70036,5721,87214,17018,5188,22206,11474,10732,4402,75630,-2333,3997,3997,2226
CVEO,31-12-2021,594463,436462,158001,270736,60913,7935,83101,6052,12785,18837,12964,5873,3376,75630,-1147,934,1350,-575
CVEO,31-12-2020,529729,382088,147641,270736,54162,144120,96547,-147188,20460,-126728,16687,-143415,-10635,75630,-1470,-134633,-134250,-136137
CVEO,31-12-2019,527555,366814,160741,270736,59876,26148,123768,-49051,7359,-41692,27383,-69075,-10741,75630,-157,-58491,-58491,-60340
CVGI,31-12-2022,981553,895048,86505,270736,66361,215156,534329,20144,-11384,8760,9827,-1067,20904,75630,-32034,-21971,-21971,-21971
CVGI,31-12-2021,971578,852591,118987,270736,69406,215156,534329,49581,-6277,43304,11179,32125,8393,75630,-32034,23732,23732,23732
CVGI,31-12-2020,717699,643623,74076,270736,68228,29017,534329,-23169,-728,-23897,20603,-44500,-7451,75630,-32034,-37049,-37049,-37049
CVGI,31-12-2019,901238,796101,105137,270736,64501,215156,534329,40636,-2225,38411,16855,21556,5778,75630,-32034,15778,15778,15778
CVGW,31-10-2022,1191073,1117228,73845,270736,66899,959,534329,5987,-7088,-1101,1686,-2787,3251,-564,353,-6249,-6249,-6249
CVGW,31-10-2021,1055830,998405,57425,270736,58260,9162,534329,-9997,11339,1342,798,544,10747,-1719,104,-11818,-11818,-11818
CVGW,31-10-2020,1059371,969473,89898,270736,57736,215156,534329,32162,-43308,-11146,877,-12023,-4292,-6110,216,-13625,-13625,-13625
CVGW,31-10-2019,1195777,1067695,128082,270736,57036,215156,534329,71046,-6548,64498,948,63550,12882,-14082,60,36646,36646,36646
CVI,31-12-2022,10896000,9766000,1130000,270736,149000,215156,7000,963000,-88000,886000,85000,801000,157000,75630,-181000,463000,463000,463000
CVI,31-12-2021,7242000,7024000,218000,270736,119000,215156,9000,87000,93000,183000,117000,66000,-8000,75630,-49000,25000,25000,25000
CVI,31-12-2020,3930000,4119000,-189000,270736,86000,41000,10000,-333000,41000,-285000,130000,-415000,-95000,75630,64000,-256000,-256000,-256000
CVI,31-12-2019,6364000,5662000,702000,270736,117000,215156,9000,580000,17000,593000,102000,491000,129000,75630,18000,380000,380000,380000
CVII,31-12-2022,4885368,3188738,1963046,270736,932530,2317,534329,-2317,77537,75219,155791,75219,4169,75630,-32034,71051,71051,71051
CVII,31-12-2021,4885368,3188738,1963046,270736,932530,2375,534329,-2375,-1929,-4304,155791,-4304,24,75630,-32034,-4328,-4328,-4328
CVII,31-12-2020,4885368,3188738,1963046,270736,932530,1,534329,-1,41948,-1,155791,-1,136211,75630,-32034,-1,-1,-1
CVKD,31-12-2022,4885368,3188738,1963046,393,2308,215156,1,-2702,-3906,-6607,107,-6714,136211,75630,-32034,-6714,-6714,-6714
CVKD,07-01-2021,4885368,3188738,1963046,270736,932530,215156,534329,478735,41948,605476,155791,462104,136211,75630,-32034,367173,362415,356400
CVLG,31-12-2022,1216858,676710,540148,270736,402276,215156,57512,120682,40322,145875,3083,142792,34860,25193,-32034,107932,108682,108682
CVLG,31-12-2021,1046003,578513,467490,270736,350246,215156,53881,67162,3799,81944,2791,79153,20962,14782,-32034,58191,60731,60731
CVLG,31-12-2020,838561,453230,385331,270736,315023,26569,65472,-14027,7706,-10083,6841,-16924,-2804,3944,-32034,-14120,-42718,-42718
CVLG,31-12-2019,885387,477268,408119,270736,320498,215156,80502,8769,1650,15786,8218,7568,2349,7017,-32034,5219,8477,8477
CVLT,31-03-2023,784590,135402,649188,141847,445023,68933,9270,-15885,995,-14890,472,-15362,20412,75630,-32034,-35774,-35774,-35774
CVLT,31-03-2022,769591,113859,655732,153615,444693,6192,9666,41566,1957,43523,109,43414,9790,75630,-32034,33624,33624,33624
CVLT,31-03-2021,723472,109373,614099,133401,424162,64171,14628,-22263,1028,-21235,155791,-21235,9719,75630,-32034,-30954,-30954,-30954
CVLT,31-03-2020,670885,117078,553807,110020,424132,21348,15815,-17508,4962,-12546,155791,-12546,-6901,75630,-32034,-5645,-5645,-5645
CVLY,31-12-2022,99507,7261,1963046,270736,61568,215156,2890,478735,41948,27788,2140,25648,5556,75630,-32034,20092,20092,20092
CVLY,31-12-2021,88056,7225,1963046,270736,56215,215156,3663,478735,41948,20953,2366,18587,3928,75630,-32034,14659,14659,14659
CVLY,31-12-2020,91605,13541,1963046,270736,51204,215156,14675,478735,41948,12185,1712,10473,2031,75630,-32034,8442,8442,8442
CVLY,31-12-2019,99229,18709,1963046,270736,51729,215156,2450,478735,41948,26341,2669,23672,5025,75630,-32034,18647,18647,18647
CVM,30-09-2022,4885368,3188738,1963046,25355,10707,215156,534329,-36063,443,-35620,1081,-36701,136211,75630,-32034,-36701,-36701,-37630
CVM,30-09-2021,4885368,3188738,1963046,23109,13085,215156,534329,-36194,982,-35212,1149,-36361,136211,75630,-32034,-36361,-36361,-36712
CVM,30-09-2020,559,3188738,559,17840,11703,215156,534329,-28985,-228,-29214,1042,-30255,136211,75630,-32034,-30255,-30255,-30277
CVM,30-09-2019,463,3188738,463,12659,7999,215156,534329,-20195,-142,-20337,1797,-22135,136211,75630,-32034,-22135,-22135,-22135
CVNA,31-12-2022,13604000,12358000,1246000,270736,2736000,847000,534329,-2337000,-70000,-2407000,486000,-2893000,1000,75630,1307000,-1587000,-1587000,-1587000
CVNA,31-12-2021,12814000,10885000,1929000,270736,2033000,215156,534329,-104000,-6000,-110000,176000,-286000,1000,75630,152000,-135000,-135000,-135000
CVNA,31-12-2020,5587000,4793000,794000,270736,1126000,215156,534329,-332000,1000,-331000,131000,-462000,136211,75630,291000,-171000,-171000,-171000
CVNA,31-12-2019,3940000,3433000,507000,270736,787000,215156,534329,-280000,-4000,-284000,81000,-365000,136211,75630,250000,-115000,-115000,-115000
CVR,31-12-2022,33646,29831,3815,270736,4993,215156,534329,3561,4830,3653,155791,3653,785,75630,-32034,2868,2868,2868
CVR,31-12-2021,33975,27509,6465,270736,5106,215156,534329,1359,56,1414,155791,1414,301,75630,-32034,1113,1113,1113
CVR,31-12-2020,27591,22675,4915,270736,4998,215156,534329,-83,148,65,155791,65,15,75630,-32034,50,50,50
CVR,31-12-2019,32873,27128,5745,270736,5253,215156,534329,492,192,683,155791,683,145,75630,-32034,538,538,538
CVRX,31-12-2022,22469,4999,17470,9952,50045,215156,534329,-42527,1373,-41154,165,-41319,109,75630,-32034,-41428,-41428,-41428
CVRX,31-12-2021,13036,3640,9396,7501,27863,215156,534329,-25968,-14800,-40768,2219,-42987,91,75630,-32034,-43078,-43078,-43078
CVRX,31-12-2020,6053,1440,4613,6410,9717,215156,534329,-11514,-40,-11554,2470,-14024,85,75630,-32034,-14109,-14109,-14109
CVS,31-12-2022,322467000,268173000,54294000,270736,38212000,5803000,534329,7746000,-2364000,7915000,2287000,5628000,1463000,75630,-16000,4165000,4149000,4149000
CVS,31-12-2021,292111000,240063000,52048000,270736,37066000,1789000,534329,13193000,-270000,12923000,2503000,10420000,2522000,75630,12000,7898000,7910000,7910000
CVS,31-12-2020,268706000,219660000,49046000,270736,35135000,215156,534329,13911000,-1234000,12677000,2907000,9770000,2569000,75630,-13000,7201000,7179000,7179000
CVS,31-12-2019,256776000,211248000,45528000,270736,33310000,231000,534329,11987000,45000,12032000,3035000,8997000,2366000,75630,3000,6631000,6634000,6634000
CVU,31-12-2022,83336,67032,16304,270736,11410,215156,534329,4894,41948,4894,2271,2623,-6553,75630,-32034,9176,9176,9176
CVU,31-12-2021,103370,88364,15005,270736,11824,215156,534329,3181,4795,7976,1141,6835,15,75630,-32034,6820,6820,6820
CVU,31-12-2020,87585,77825,9760,270736,12046,215156,534329,-2286,41948,-2286,1422,-3708,-53,75630,-32034,-3655,-3655,-3655
CVU,31-12-2019,87519,80687,6832,270736,11563,215156,534329,-4731,90,-4642,2105,-6746,4,75630,-32034,-6750,-6750,-6750
CVV,31-12-2022,25813,19186,6627,1906,6544,215156,534329,-1823,1611,-212,8,-220,4,75630,-32034,-224,-224,-224
CVV,31-12-2021,16447,13370,3077,1785,5956,215156,534329,-4664,9700,5036,261,4775,28,75630,-32034,4747,4747,4747
CVV,31-12-2020,16920,14038,2882,373,6734,3599,534329,-7824,666,-7158,444,-7602,-1527,75630,-32034,-6075,-6075,-6075
CVV,31-12-2019,19647,16850,2797,597,7184,215156,534329,-4985,554,-4431,483,-4914,1414,75630,-32034,-6328,-6328,-6328
CVX,31-12-2022,235717000,170130000,65587000,270736,8639000,974000,16319000,39655000,1950000,50190000,516000,49674000,14066000,8585000,-143000,44050000,35465000,35465000
CVX,31-12-2021,155606000,112975000,42631000,270736,8665000,549000,17925000,15492000,1202000,22351000,712000,21639000,5950000,5657000,-64000,21282000,15625000,15625000
CVX,31-12-2020,94471000,72471000,22000000,270736,7932000,1537000,19508000,-6977000,693000,-6756000,697000,-7453000,-1892000,-472000,18000,-6015000,-5543000,-5543000
CVX,31-12-2019,139865000,101498000,38367000,270736,8696000,770000,29218000,-317000,2683000,6334000,798000,5536000,2691000,3968000,79000,6892000,2924000,2924000
CW,31-12-2022,2557025,1602416,954609,80836,445679,215156,534329,423443,8081,436175,46980,389195,94847,75630,-32034,294348,294348,294348
CW,31-12-2021,2505931,1572575,933356,88489,443096,19088,534329,382683,12067,394750,40240,354510,87351,75630,-32034,267159,267159,267159
CW,31-12-2020,2391336,1550109,841227,74816,412825,64738,534329,288848,9748,298596,35545,263051,61659,75630,-32034,201392,201392,201392
CW,31-12-2019,2487961,1589216,898745,72520,422272,215156,534329,403953,23856,427809,31347,396462,88879,75630,-32034,307583,307583,307583
CWAN,31-12-2022,303426,87784,215642,94120,116405,215156,534329,5117,-11589,-5335,155791,-5335,1360,75630,-1272,-7967,-7967,-7967
CWAN,31-12-2021,252022,67864,184158,72690,83007,215156,534329,28461,-10386,-7607,155791,-7607,487,75630,-119,-8213,-8213,-8213
CWAN,31-12-2020,203222,53263,149959,55262,115115,215156,534329,-20418,-56,-43328,155791,-43328,902,75630,-32034,-44230,-44230,-44230
CWBC,31-12-2022,53116,2511,1963046,270736,30561,215156,516,478735,41948,19528,817,18711,5262,75630,-32034,13449,13449,13449
CWBC,31-12-2021,49831,2835,1963046,270736,27215,215156,599,478735,41948,19182,869,18313,5212,75630,-32034,13101,13101,13101
CWBC,31-12-2020,47766,5483,1963046,270736,26702,215156,2044,478735,41948,13537,1782,11755,3510,75630,-32034,8245,8245,8245
CWBC,31-12-2019,49346,10055,1963046,270736,25891,215156,699,478735,41948,12701,1327,11374,3411,75630,-32034,7963,7963,7963
CWBR,31-12-2022,4885368,3188738,1963046,5936,6453,215156,534329,-12388,215,-12174,1,-12175,136211,75630,-32034,-12175,-12175,-12175
CWBR,31-12-2021,4885368,3188738,1963046,7705,7703,215156,534329,-15408,-28,-15436,40,-15476,136211,75630,-32034,-15476,-15476,-15476
CWBR,31-12-2020,4885368,3188738,1963046,6938,6262,215156,534329,-13200,-2754,-15954,311,-16265,136211,75630,-32034,-16265,-16265,-16265
CWBR,31-12-2019,4885368,3188738,1963046,6632,5951,215156,534329,-12583,-150,-12733,312,-13045,136211,75630,-32034,-13045,-13045,-13045
CWCO,31-12-2022,94105,63750,30355,270736,21070,13,534329,9272,435,9784,47,9737,397,76,-1113,8227,5856,5856
CWCO,31-12-2021,66864,43356,23507,270736,18350,3146,534329,2011,1578,3645,10,3635,-448,56,-633,3450,876,876
CWCO,31-12-2020,72628,45860,26768,270736,18435,-14,534329,8348,722,9440,10,9431,87,371,-730,8614,3712,3712
CWCO,31-12-2019,68794,40519,28274,270736,17001,-445,534329,11718,743,12506,1,12505,67,45,-1550,10888,12176,12176
CWEN,31-12-2022,1190000,435000,755000,2000,47000,16000,512000,1470000,1307000,1514000,232000,1282000,222000,29000,-478000,611000,582000,582000
CWEN,31-12-2021,1286000,451000,835000,6000,47000,6000,509000,267000,-50000,249000,312000,-63000,12000,32000,126000,83000,51000,51000
CWEN,31-12-2020,1199000,366000,833000,5000,43000,24000,428000,333000,21000,361000,415000,-54000,8000,7000,87000,32000,25000,25000
CWEN,31-12-2019,1032000,337000,695000,5000,32000,33000,401000,224000,-7000,300000,404000,-104000,-8000,83000,85000,72000,-11000,-11000
CWH,31-12-2022,6967013,4704729,2262284,270736,1608598,4231,80304,568529,-1260,567891,117776,450115,99084,75630,-214084,136947,136947,136947
CWH,31-12-2021,6913754,4457426,2456328,270736,1575820,15122,66418,799544,-3749,795219,61020,734199,92124,75630,-363614,278461,278461,278461
CWH,31-12-2020,5446591,3744112,1702479,270736,1160618,12353,51981,476195,-1191,476336,74378,401958,57743,75630,-221870,122345,122345,122345
CWH,31-12-2019,4892019,3604621,1287398,270736,1140957,66270,59932,8747,-1487,18752,109471,-90719,29582,75630,59710,-60591,-60591,-60591
CWK,31-12-2022,10105700,8153500,1952200,270736,1261300,8900,146900,535100,-89000,531100,193100,338000,141600,85000,-32034,281400,196400,196400
CWK,31-12-2021,9388700,7448400,1940300,270736,1226700,44500,172100,497000,1200,519400,179500,339900,89900,21200,-32034,271200,250000,250000
CWK,31-12-2020,7843700,6455300,1388400,270736,1120800,57100,263600,-53100,32000,-12800,163800,-176600,43900,8300,-32034,-212200,-220500,-220500
CWK,31-12-2019,8751000,6981700,1769300,270736,1277600,7700,296700,187300,3500,193400,150600,42800,42600,2600,-32034,2800,200,200
CWST,31-12-2022,1085089,723117,361972,270736,139468,759,126351,95394,3294,98688,23722,74966,21887,75630,-32034,53079,53079,53079
CWST,31-12-2021,889211,582403,306808,270736,124634,924,103590,77660,1615,79275,21229,58046,16946,75630,-32034,41100,41100,41100
CWST,31-12-2020,774584,515646,258938,270736,108859,215156,90782,59297,1376,60673,22371,38302,-52804,75630,-32034,91106,91106,91106
CWST,31-12-2019,743290,508656,234634,270736,101769,215156,79790,53075,1806,54881,25102,29779,-1874,75630,-32034,31653,31653,31653
CWT,31-12-2022,846431,300810,545621,270736,303386,215156,114575,127660,15058,142718,44342,98376,3113,75630,748,96011,96011,96011
CWT,31-12-2021,790909,291724,499185,270736,263700,215156,108715,126770,18710,145480,43214,102266,1287,75630,146,101125,101125,101125
CWT,31-12-2020,794307,292108,502199,270736,267028,215156,98505,136666,2610,139276,41862,97414,583,75630,-32034,96831,96831,96831
CWT,31-12-2019,714557,270657,443900,270736,255268,215156,89220,99412,6316,105728,41221,64507,1391,75630,-32034,63116,63116,63116
